Beach Name,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Measurement Timestamp,Battery Life,Measurement ID,Measurement Timestamp Label
Ohio Street Beach,17.3,1.94,,0.187,3,05/18/2017 02:00:00 PM,13,OhioStreetBeach201705181400,05/18/2017 2:00 PM
Ohio Street Beach,17.7,1.97,,0.187,3,05/18/2017 03:00:00 PM,13,OhioStreetBeach201705181500,05/18/2017 3:00 PM
Ohio Street Beach,19.2,1.99,,0.187,3,05/18/2017 04:00:00 PM,13,OhioStreetBeach201705181600,05/18/2017 4:00 PM
Ohio Street Beach,19,2.29,,0.187,3,05/18/2017 05:00:00 PM,12.9,OhioStreetBeach201705181700,05/18/2017 5:00 PM
Ohio Street Beach,18.5,2.1,,0.187,3,05/18/2017 06:00:00 PM,12.9,OhioStreetBeach201705181800,05/18/2017 6:00 PM
Ohio Street Beach,18.3,2.1,,0.187,3,05/18/2017 07:00:00 PM,12.9,OhioStreetBeach201705181900,05/18/2017 7:00 PM
Ohio Street Beach,18.2,2.49,,0.187,3,05/18/2017 08:00:00 PM,12.8,OhioStreetBeach201705182000,05/18/2017 8:00 PM
Ohio Street Beach,18.1,4.54,,0.187,3,05/18/2017 09:00:00 PM,12.8,OhioStreetBeach201705182100,05/18/2017 9:00 PM
Ohio Street Beach,17.4,5.58,,0.187,3,05/18/2017 10:00:00 PM,12.8,OhioStreetBeach201705182200,05/18/2017 10:00 PM
Ohio Street Beach,16.8,7.83,,0.187,3,05/18/2017 11:00:00 PM,12.7,OhioStreetBeach201705182300,05/18/2017 11:00 PM
Ohio Street Beach,16.7,6.64,,0.187,3,05/19/2017 12:00:00 AM,12.7,OhioStreetBeach201705192400,05/19/2017 12:00 AM
Ohio Street Beach,16.4,8.06,,0.187,3,05/19/2017 01:00:00 AM,12.7,OhioStreetBeach201705190100,05/19/2017 1:00 AM
Ohio Street Beach,15.5,9.38,,0.187,3,05/19/2017 02:00:00 AM,12.7,OhioStreetBeach201705190200,05/19/2017 2:00 AM
Ohio Street Beach,15.2,9.33,,0.187,3,05/19/2017 03:00:00 AM,12.6,OhioStreetBeach201705190300,05/19/2017 3:00 AM
Ohio Street Beach,13.7,11.54,,0.187,3,05/19/2017 04:00:00 AM,12.6,OhioStreetBeach201705190400,05/19/2017 4:00 AM
Ohio Street Beach,13.4,13.7,,0.187,3,05/19/2017 05:00:00 AM,12.6,OhioStreetBeach201705190500,05/19/2017 5:00 AM
Ohio Street Beach,13.4,14.18,,0.187,3,05/19/2017 06:00:00 AM,12.6,OhioStreetBeach201705190600,05/19/2017 6:00 AM
Ohio Street Beach,13.3,14.05,,0.187,3,05/19/2017 07:00:00 AM,12.6,OhioStreetBeach201705190700,05/19/2017 7:00 AM
Ohio Street Beach,13.3,15.06,,0.187,3,05/19/2017 08:00:00 AM,12.5,OhioStreetBeach201705190800,05/19/2017 8:00 AM
Ohio Street Beach,13.2,16.37,,0.187,3,05/19/2017 09:00:00 AM,12.5,OhioStreetBeach201705190900,05/19/2017 9:00 AM
Ohio Street Beach,13.2,13.2,,0.187,3,05/19/2017 10:00:00 AM,12.5,OhioStreetBeach201705191000,05/19/2017 10:00 AM
Ohio Street Beach,13.5,17.14,,0.187,3,05/19/2017 11:00:00 AM,12.5,OhioStreetBeach201705191100,05/19/2017 11:00 AM
Ohio Street Beach,13.5,13.16,,0.187,3,05/19/2017 12:00:00 PM,12.5,OhioStreetBeach201705191200,05/19/2017 12:00 PM
Ohio Street Beach,13.5,13.06,,0.187,3,05/19/2017 01:00:00 PM,12.5,OhioStreetBeach201705191300,05/19/2017 1:00 PM
Ohio Street Beach,13.6,15.32,,0.187,3,05/19/2017 02:00:00 PM,12.4,OhioStreetBeach201705191400,05/19/2017 2:00 PM
Ohio Street Beach,13.5,15.51,,0.187,3,05/19/2017 03:00:00 PM,12.4,OhioStreetBeach201705191500,05/19/2017 3:00 PM
Ohio Street Beach,13.3,15.68,,0.187,3,05/19/2017 04:00:00 PM,12.4,OhioStreetBeach201705191600,05/19/2017 4:00 PM
Ohio Street Beach,13.3,16.72,,0.187,3,05/19/2017 05:00:00 PM,12.4,OhioStreetBeach201705191700,05/19/2017 5:00 PM
Ohio Street Beach,13.3,18.93,,0.187,3,05/19/2017 06:00:00 PM,12.4,OhioStreetBeach201705191800,05/19/2017 6:00 PM
Ohio Street Beach,13.3,18.17,,0.187,3,05/19/2017 07:00:00 PM,12.4,OhioStreetBeach201705191900,05/19/2017 7:00 PM
Ohio Street Beach,13.2,14.1,,0.187,3,05/19/2017 08:00:00 PM,12.3,OhioStreetBeach201705192000,05/19/2017 8:00 PM
Ohio Street Beach,13.2,13.54,,0.187,3,05/19/2017 09:00:00 PM,12.3,OhioStreetBeach201705192100,05/19/2017 9:00 PM
Ohio Street Beach,13.3,12.41,,0.187,3,05/19/2017 10:00:00 PM,12.3,OhioStreetBeach201705192200,05/19/2017 10:00 PM
Ohio Street Beach,13.2,13.58,,0.187,3,05/19/2017 11:00:00 PM,12.3,OhioStreetBeach201705192300,05/19/2017 11:00 PM
Ohio Street Beach,13.4,10.36,,0.187,3,05/20/2017 12:00:00 AM,12.3,OhioStreetBeach201705202400,05/20/2017 12:00 AM
Ohio Street Beach,13.3,11.67,,0.187,3,05/20/2017 01:00:00 AM,12.3,OhioStreetBeach201705200100,05/20/2017 1:00 AM
Ohio Street Beach,13.3,10.18,,0.187,3,05/20/2017 02:00:00 AM,12.3,OhioStreetBeach201705200200,05/20/2017 2:00 AM
Ohio Street Beach,13.1,10.87,,0.187,3,05/20/2017 03:00:00 AM,12.3,OhioStreetBeach201705200300,05/20/2017 3:00 AM
Ohio Street Beach,13.2,9.52,,0.187,3,05/20/2017 04:00:00 AM,12.2,OhioStreetBeach201705200400,05/20/2017 4:00 AM
Ohio Street Beach,13.2,9.38,,0.187,3,05/20/2017 05:00:00 AM,12.2,OhioStreetBeach201705200500,05/20/2017 5:00 AM
Ohio Street Beach,13.2,9.39,,0.187,3,05/20/2017 06:00:00 AM,12.2,OhioStreetBeach201705200600,05/20/2017 6:00 AM
Ohio Street Beach,13.2,9.15,,0.187,3,05/20/2017 07:00:00 AM,12.2,OhioStreetBeach201705200700,05/20/2017 7:00 AM
Ohio Street Beach,13.2,9.91,,0.187,3,05/20/2017 08:00:00 AM,12.2,OhioStreetBeach201705200800,05/20/2017 8:00 AM
Ohio Street Beach,13.2,10.49,,0.187,3,05/20/2017 09:00:00 AM,12.2,OhioStreetBeach201705200900,05/20/2017 9:00 AM
Ohio Street Beach,13.2,9.62,,0.187,3,05/20/2017 10:00:00 AM,12.2,OhioStreetBeach201705201000,05/20/2017 10:00 AM
Ohio Street Beach,13.3,7.79,,0.187,3,05/20/2017 11:00:00 AM,12.2,OhioStreetBeach201705201100,05/20/2017 11:00 AM
Ohio Street Beach,13.3,8.26,,0.187,3,05/20/2017 12:00:00 PM,12.1,OhioStreetBeach201705201200,05/20/2017 12:00 PM
Ohio Street Beach,13.3,7.54,,0.187,3,05/20/2017 01:00:00 PM,12.1,OhioStreetBeach201705201300,05/20/2017 1:00 PM
Ohio Street Beach,13.4,7.81,,0.187,3,05/20/2017 02:00:00 PM,12.1,OhioStreetBeach201705201400,05/20/2017 2:00 PM
Ohio Street Beach,13.5,7.59,,0.187,3,05/20/2017 03:00:00 PM,12.1,OhioStreetBeach201705201500,05/20/2017 3:00 PM
Ohio Street Beach,13.5,7.34,,0.187,3,05/20/2017 04:00:00 PM,12.1,OhioStreetBeach201705201600,05/20/2017 4:00 PM
Ohio Street Beach,13.5,7.88,,0.187,3,05/20/2017 05:00:00 PM,12.1,OhioStreetBeach201705201700,05/20/2017 5:00 PM
Ohio Street Beach,13.5,7.83,,0.187,3,05/20/2017 06:00:00 PM,12.1,OhioStreetBeach201705201800,05/20/2017 6:00 PM
Ohio Street Beach,13.5,6.97,,0.187,3,05/20/2017 07:00:00 PM,12.1,OhioStreetBeach201705201900,05/20/2017 7:00 PM
Ohio Street Beach,13.4,7.08,,0.187,3,05/20/2017 08:00:00 PM,12.1,OhioStreetBeach201705202000,05/20/2017 8:00 PM
Ohio Street Beach,13.4,6.84,,0.187,3,05/20/2017 09:00:00 PM,12.1,OhioStreetBeach201705202100,05/20/2017 9:00 PM
Ohio Street Beach,13.4,6.63,,0.187,3,05/20/2017 10:00:00 PM,12,OhioStreetBeach201705202200,05/20/2017 10:00 PM
Ohio Street Beach,13.4,6.42,,0.187,3,05/20/2017 11:00:00 PM,12,OhioStreetBeach201705202300,05/20/2017 11:00 PM
Ohio Street Beach,13.4,6.28,,0.187,3,05/21/2017 12:00:00 AM,12,OhioStreetBeach201705212400,05/21/2017 12:00 AM
Ohio Street Beach,13.5,6.82,,0.187,3,05/21/2017 03:00:00 AM,12,OhioStreetBeach201705210300,05/21/2017 3:00 AM
Ohio Street Beach,13.5,6.84,,0.187,3,05/21/2017 04:00:00 AM,12,OhioStreetBeach201705210400,05/21/2017 4:00 AM
Ohio Street Beach,13.6,6.47,,0.187,3,05/21/2017 05:00:00 AM,12,OhioStreetBeach201705210500,05/21/2017 5:00 AM
Ohio Street Beach,13.5,6.24,,0.187,3,05/21/2017 06:00:00 AM,12,OhioStreetBeach201705210600,05/21/2017 6:00 AM
Ohio Street Beach,13.6,5.72,,0.187,3,05/21/2017 07:00:00 AM,12,OhioStreetBeach201705210700,05/21/2017 7:00 AM
Ohio Street Beach,13.7,4.95,,0.187,3,05/21/2017 08:00:00 AM,12,OhioStreetBeach201705210800,05/21/2017 8:00 AM
Ohio Street Beach,14,5.6,,0.187,3,05/21/2017 09:00:00 AM,12,OhioStreetBeach201705210900,05/21/2017 9:00 AM
Ohio Street Beach,14.4,5.9,,0.187,3,05/21/2017 10:00:00 AM,11.9,OhioStreetBeach201705211000,05/21/2017 10:00 AM
Ohio Street Beach,14.9,5.43,,0.187,3,05/21/2017 11:00:00 AM,11.9,OhioStreetBeach201705211100,05/21/2017 11:00 AM
Ohio Street Beach,15.3,5.52,,0.187,3,05/21/2017 12:00:00 PM,11.9,OhioStreetBeach201705211200,05/21/2017 12:00 PM
Ohio Street Beach,15.5,5.42,,0.187,3,05/21/2017 01:00:00 PM,11.9,OhioStreetBeach201705211300,05/21/2017 1:00 PM
Ohio Street Beach,15.7,5.26,,0.187,3,05/21/2017 02:00:00 PM,11.9,OhioStreetBeach201705211400,05/21/2017 2:00 PM
Ohio Street Beach,15.7,5.28,,0.187,3,05/21/2017 03:00:00 PM,11.9,OhioStreetBeach201705211500,05/21/2017 3:00 PM
Ohio Street Beach,15.6,5.07,,0.187,3,05/21/2017 04:00:00 PM,11.9,OhioStreetBeach201705211600,05/21/2017 4:00 PM
Ohio Street Beach,15.3,5.36,,0.187,3,05/21/2017 05:00:00 PM,11.9,OhioStreetBeach201705211700,05/21/2017 5:00 PM
Ohio Street Beach,15,4.24,,0.187,3,05/21/2017 06:00:00 PM,11.9,OhioStreetBeach201705211800,05/21/2017 6:00 PM
Ohio Street Beach,14.9,4.38,,0.187,3,05/21/2017 07:00:00 PM,11.9,OhioStreetBeach201705211900,05/21/2017 7:00 PM
Ohio Street Beach,14.7,4.27,,0.187,3,05/21/2017 08:00:00 PM,11.9,OhioStreetBeach201705212000,05/21/2017 8:00 PM
Ohio Street Beach,14.6,3.87,,0.187,3,05/21/2017 09:00:00 PM,11.9,OhioStreetBeach201705212100,05/21/2017 9:00 PM
Ohio Street Beach,14.4,4.24,,0.187,3,05/21/2017 10:00:00 PM,11.9,OhioStreetBeach201705212200,05/21/2017 10:00 PM
Ohio Street Beach,14,3.91,,0.187,3,05/21/2017 11:00:00 PM,11.9,OhioStreetBeach201705212300,05/21/2017 11:00 PM
Ohio Street Beach,13.9,3.62,,0.187,3,05/22/2017 12:00:00 AM,11.9,OhioStreetBeach201705222400,05/22/2017 12:00 AM
Ohio Street Beach,13.8,3.34,,0.187,3,05/22/2017 01:00:00 AM,11.9,OhioStreetBeach201705220100,05/22/2017 1:00 AM
Ohio Street Beach,13.8,3.51,,0.187,3,05/22/2017 02:00:00 AM,11.8,OhioStreetBeach201705220200,05/22/2017 2:00 AM
Ohio Street Beach,13.7,3.31,,0.187,3,05/22/2017 03:00:00 AM,11.8,OhioStreetBeach201705220300,05/22/2017 3:00 AM
Ohio Street Beach,13.7,3.48,,0.187,3,05/22/2017 04:00:00 AM,11.8,OhioStreetBeach201705220400,05/22/2017 4:00 AM
Ohio Street Beach,13.6,3.36,,0.187,3,05/22/2017 05:00:00 AM,11.8,OhioStreetBeach201705220500,05/22/2017 5:00 AM
Ohio Street Beach,13.6,3.5,,0.187,3,05/22/2017 06:00:00 AM,11.8,OhioStreetBeach201705220600,05/22/2017 6:00 AM
Ohio Street Beach,13.6,3.44,,0.187,3,05/22/2017 07:00:00 AM,11.8,OhioStreetBeach201705220700,05/22/2017 7:00 AM
Ohio Street Beach,13.8,3.32,,0.187,3,05/22/2017 08:00:00 AM,11.8,OhioStreetBeach201705220800,05/22/2017 8:00 AM
Ohio Street Beach,13.9,3.1,,0.187,3,05/22/2017 09:00:00 AM,11.8,OhioStreetBeach201705220900,05/22/2017 9:00 AM
Ohio Street Beach,14.3,2.91,,0.187,3,05/22/2017 10:00:00 AM,11.8,OhioStreetBeach201705221000,05/22/2017 10:00 AM
Ohio Street Beach,14.8,2.8,,0.187,3,05/22/2017 11:00:00 AM,11.8,OhioStreetBeach201705221100,05/22/2017 11:00 AM
Ohio Street Beach,15,3.04,,0.187,3,05/22/2017 12:00:00 PM,11.8,OhioStreetBeach201705221200,05/22/2017 12:00 PM
Ohio Street Beach,15.4,3.12,,0.187,3,05/22/2017 01:00:00 PM,11.8,OhioStreetBeach201705221300,05/22/2017 1:00 PM
Ohio Street Beach,15.2,3.19,,0.187,3,05/22/2017 02:00:00 PM,11.8,OhioStreetBeach201705221400,05/22/2017 2:00 PM
Ohio Street Beach,14.5,3.44,,0.187,3,05/22/2017 03:00:00 PM,11.8,OhioStreetBeach201705221500,05/22/2017 3:00 PM
Ohio Street Beach,14.8,3.43,,0.187,3,05/22/2017 04:00:00 PM,11.8,OhioStreetBeach201705221600,05/22/2017 4:00 PM
Ohio Street Beach,14.6,3.36,,0.187,3,05/22/2017 05:00:00 PM,11.8,OhioStreetBeach201705221700,05/22/2017 5:00 PM
Ohio Street Beach,14.5,3.56,,0.187,3,05/22/2017 06:00:00 PM,11.8,OhioStreetBeach201705221800,05/22/2017 6:00 PM
Ohio Street Beach,14.3,3.27,,0.187,3,05/22/2017 07:00:00 PM,11.8,OhioStreetBeach201705221900,05/22/2017 7:00 PM
Ohio Street Beach,14.1,3.45,,0.187,3,05/22/2017 08:00:00 PM,11.8,OhioStreetBeach201705222000,05/22/2017 8:00 PM
Ohio Street Beach,14,3.17,,0.187,3,05/22/2017 09:00:00 PM,11.8,OhioStreetBeach201705222100,05/22/2017 9:00 PM
Ohio Street Beach,13.9,3.2,,0.187,3,05/22/2017 10:00:00 PM,11.8,OhioStreetBeach201705222200,05/22/2017 10:00 PM
Ohio Street Beach,13.8,3.07,,0.187,3,05/22/2017 11:00:00 PM,11.8,OhioStreetBeach201705222300,05/22/2017 11:00 PM
Ohio Street Beach,13.7,3.01,,0.187,3,05/23/2017 12:00:00 AM,11.7,OhioStreetBeach201705232400,05/23/2017 12:00 AM
Ohio Street Beach,13.6,2.9,,0.187,3,05/23/2017 01:00:00 AM,11.7,OhioStreetBeach201705230100,05/23/2017 1:00 AM
Ohio Street Beach,13.6,2.72,,0.187,3,05/23/2017 02:00:00 AM,11.7,OhioStreetBeach201705230200,05/23/2017 2:00 AM
Ohio Street Beach,13.6,2.7,,0.187,3,05/23/2017 03:00:00 AM,11.7,OhioStreetBeach201705230300,05/23/2017 3:00 AM
Ohio Street Beach,13.6,2.58,,0.187,3,05/23/2017 04:00:00 AM,11.7,OhioStreetBeach201705230400,05/23/2017 4:00 AM
Ohio Street Beach,13.6,2.63,,0.187,3,05/23/2017 05:00:00 AM,11.7,OhioStreetBeach201705230500,05/23/2017 5:00 AM
Ohio Street Beach,13.5,2.8,,0.187,3,05/23/2017 06:00:00 AM,11.7,OhioStreetBeach201705230600,05/23/2017 6:00 AM
Ohio Street Beach,13.5,2.43,,0.187,3,05/23/2017 07:00:00 AM,11.7,OhioStreetBeach201705230700,05/23/2017 7:00 AM
Ohio Street Beach,13.6,2.49,,0.187,3,05/23/2017 08:00:00 AM,11.7,OhioStreetBeach201705230800,05/23/2017 8:00 AM
Ohio Street Beach,13.6,2.42,,0.187,3,05/23/2017 09:00:00 AM,11.7,OhioStreetBeach201705230900,05/23/2017 9:00 AM
Ohio Street Beach,13.7,2.37,,0.187,3,05/23/2017 10:00:00 AM,11.7,OhioStreetBeach201705231000,05/23/2017 10:00 AM
Ohio Street Beach,13.8,2.33,,0.187,3,05/23/2017 11:00:00 AM,11.7,OhioStreetBeach201705231100,05/23/2017 11:00 AM
Ohio Street Beach,13.9,2.32,,0.187,3,05/23/2017 12:00:00 PM,11.7,OhioStreetBeach201705231200,05/23/2017 12:00 PM
Ohio Street Beach,14,2.18,,0.187,3,05/23/2017 01:00:00 PM,11.7,OhioStreetBeach201705231300,05/23/2017 1:00 PM
Ohio Street Beach,14.1,2.31,,0.187,3,05/23/2017 02:00:00 PM,11.7,OhioStreetBeach201705231400,05/23/2017 2:00 PM
Ohio Street Beach,14.1,2.42,,0.187,3,05/23/2017 03:00:00 PM,11.7,OhioStreetBeach201705231500,05/23/2017 3:00 PM
Ohio Street Beach,14,2.33,,0.187,3,05/23/2017 04:00:00 PM,11.7,OhioStreetBeach201705231600,05/23/2017 4:00 PM
Ohio Street Beach,13.9,2.05,,0.187,3,05/23/2017 05:00:00 PM,11.7,OhioStreetBeach201705231700,05/23/2017 5:00 PM
Ohio Street Beach,13.9,2.08,,0.187,3,05/23/2017 06:00:00 PM,11.7,OhioStreetBeach201705231800,05/23/2017 6:00 PM
Ohio Street Beach,13.9,2.12,,0.187,3,05/23/2017 07:00:00 PM,11.7,OhioStreetBeach201705231900,05/23/2017 7:00 PM
Ohio Street Beach,14,2.17,,0.187,3,05/23/2017 08:00:00 PM,11.7,OhioStreetBeach201705232000,05/23/2017 8:00 PM
Ohio Street Beach,13.9,2.12,,0.187,3,05/23/2017 09:00:00 PM,11.7,OhioStreetBeach201705232100,05/23/2017 9:00 PM
Ohio Street Beach,13.8,2.07,,0.187,3,05/23/2017 10:00:00 PM,11.7,OhioStreetBeach201705232200,05/23/2017 10:00 PM
Ohio Street Beach,13.8,2.09,,0.187,3,05/23/2017 11:00:00 PM,11.6,OhioStreetBeach201705232300,05/23/2017 11:00 PM
Ohio Street Beach,13.8,2,,0.187,3,05/24/2017 12:00:00 AM,11.6,OhioStreetBeach201705242400,05/24/2017 12:00 AM
Ohio Street Beach,13.8,2.13,,0.187,3,05/24/2017 01:00:00 AM,11.6,OhioStreetBeach201705240100,05/24/2017 1:00 AM
Ohio Street Beach,13.7,1.99,,0.187,3,05/24/2017 02:00:00 AM,11.6,OhioStreetBeach201705240200,05/24/2017 2:00 AM
Ohio Street Beach,13.7,2.05,,0.187,3,05/24/2017 03:00:00 AM,11.6,OhioStreetBeach201705240300,05/24/2017 3:00 AM
Ohio Street Beach,13.7,1.95,,0.187,3,05/24/2017 04:00:00 AM,11.6,OhioStreetBeach201705240400,05/24/2017 4:00 AM
Ohio Street Beach,13.7,2.07,,0.187,3,05/24/2017 05:00:00 AM,11.6,OhioStreetBeach201705240500,05/24/2017 5:00 AM
Ohio Street Beach,13.6,2.59,,0.187,3,05/24/2017 06:00:00 AM,11.6,OhioStreetBeach201705240600,05/24/2017 6:00 AM
Ohio Street Beach,13.5,3.08,,0.187,3,05/24/2017 07:00:00 AM,11.6,OhioStreetBeach201705240700,05/24/2017 7:00 AM
Ohio Street Beach,13.5,3.92,,0.187,3,05/24/2017 08:00:00 AM,11.6,OhioStreetBeach201705240800,05/24/2017 8:00 AM
Ohio Street Beach,13.4,4.63,,0.187,3,05/24/2017 09:00:00 AM,11.6,OhioStreetBeach201705240900,05/24/2017 9:00 AM
Ohio Street Beach,13.4,5.67,,0.187,3,05/24/2017 10:00:00 AM,11.6,OhioStreetBeach201705241000,05/24/2017 10:00 AM
Ohio Street Beach,13.4,3.79,,0.187,3,05/24/2017 11:00:00 AM,11.6,OhioStreetBeach201705241100,05/24/2017 11:00 AM
Ohio Street Beach,13.6,6.98,,0.187,3,05/24/2017 12:00:00 PM,11.6,OhioStreetBeach201705241200,05/24/2017 12:00 PM
Ohio Street Beach,13.3,10.98,,0.187,3,05/24/2017 01:00:00 PM,11.6,OhioStreetBeach201705241300,05/24/2017 1:00 PM
Ohio Street Beach,13.4,10.6,,0.187,3,05/24/2017 02:00:00 PM,11.6,OhioStreetBeach201705241400,05/24/2017 2:00 PM
Ohio Street Beach,13.3,7.29,,0.187,3,05/24/2017 03:00:00 PM,11.6,OhioStreetBeach201705241500,05/24/2017 3:00 PM
Ohio Street Beach,13.2,6.18,,0.187,3,05/24/2017 04:00:00 PM,11.6,OhioStreetBeach201705241600,05/24/2017 4:00 PM
Ohio Street Beach,13.1,5.83,,0.187,3,05/24/2017 05:00:00 PM,11.5,OhioStreetBeach201705241700,05/24/2017 5:00 PM
Ohio Street Beach,13.1,7.72,,0.187,3,05/24/2017 06:00:00 PM,11.5,OhioStreetBeach201705241800,05/24/2017 6:00 PM
Ohio Street Beach,13,6.88,,0.187,3,05/24/2017 07:00:00 PM,11.5,OhioStreetBeach201705241900,05/24/2017 7:00 PM
Ohio Street Beach,12.9,11.57,,0.187,3,05/24/2017 08:00:00 PM,11.5,OhioStreetBeach201705242000,05/24/2017 8:00 PM
Ohio Street Beach,12.9,9.61,,0.187,3,05/24/2017 09:00:00 PM,11.5,OhioStreetBeach201705242100,05/24/2017 9:00 PM
Ohio Street Beach,12.8,13.99,,0.187,3,05/24/2017 10:00:00 PM,11.5,OhioStreetBeach201705242200,05/24/2017 10:00 PM
Ohio Street Beach,12.7,12.16,,0.187,3,05/24/2017 11:00:00 PM,11.5,OhioStreetBeach201705242300,05/24/2017 11:00 PM
Ohio Street Beach,12.7,13.26,,0.187,3,05/25/2017 12:00:00 AM,11.5,OhioStreetBeach201705252400,05/25/2017 12:00 AM
Ohio Street Beach,12.8,10.02,,0.187,3,05/25/2017 01:00:00 AM,11.5,OhioStreetBeach201705250100,05/25/2017 1:00 AM
Ohio Street Beach,12.7,10.65,,0.187,3,05/25/2017 02:00:00 AM,11.5,OhioStreetBeach201705250200,05/25/2017 2:00 AM
Ohio Street Beach,12.6,9.48,,0.187,3,05/25/2017 03:00:00 AM,11.5,OhioStreetBeach201705250300,05/25/2017 3:00 AM
Ohio Street Beach,12.7,12.59,,0.187,3,05/25/2017 04:00:00 AM,11.5,OhioStreetBeach201705250400,05/25/2017 4:00 AM
Ohio Street Beach,12.6,10.96,,0.187,3,05/25/2017 05:00:00 AM,11.5,OhioStreetBeach201705250500,05/25/2017 5:00 AM
Ohio Street Beach,12.6,10.36,,0.187,3,05/25/2017 06:00:00 AM,11.5,OhioStreetBeach201705250600,05/25/2017 6:00 AM
Ohio Street Beach,12.7,10.28,,0.187,3,05/25/2017 07:00:00 AM,11.5,OhioStreetBeach201705250700,05/25/2017 7:00 AM
Ohio Street Beach,12.7,9.91,,0.187,3,05/25/2017 08:00:00 AM,11.5,OhioStreetBeach201705250800,05/25/2017 8:00 AM
Ohio Street Beach,12.7,8.79,,0.187,3,05/25/2017 09:00:00 AM,11.5,OhioStreetBeach201705250900,05/25/2017 9:00 AM
Ohio Street Beach,12.7,10.24,,0.187,3,05/25/2017 10:00:00 AM,11.5,OhioStreetBeach201705251000,05/25/2017 10:00 AM
Ohio Street Beach,12.9,10.71,,0.187,3,05/25/2017 11:00:00 AM,11.5,OhioStreetBeach201705251100,05/25/2017 11:00 AM
Ohio Street Beach,13.1,9.61,,0.187,3,05/25/2017 12:00:00 PM,11.5,OhioStreetBeach201705251200,05/25/2017 12:00 PM
Ohio Street Beach,13.2,9.37,,0.187,3,05/25/2017 01:00:00 PM,11.5,OhioStreetBeach201705251300,05/25/2017 1:00 PM
Ohio Street Beach,13.4,9.07,,0.187,3,05/25/2017 02:00:00 PM,11.5,OhioStreetBeach201705251400,05/25/2017 2:00 PM
Ohio Street Beach,13.6,8.35,,0.187,3,05/25/2017 03:00:00 PM,11.5,OhioStreetBeach201705251500,05/25/2017 3:00 PM
Ohio Street Beach,14.3,8.51,,0.187,3,05/25/2017 04:00:00 PM,11.5,OhioStreetBeach201705251600,05/25/2017 4:00 PM
Ohio Street Beach,14.1,8.69,,0.187,3,05/25/2017 05:00:00 PM,11.4,OhioStreetBeach201705251700,05/25/2017 5:00 PM
Ohio Street Beach,13.9,9.27,,0.187,3,05/25/2017 06:00:00 PM,11.4,OhioStreetBeach201705251800,05/25/2017 6:00 PM
Ohio Street Beach,13.9,8.43,,0.187,3,05/25/2017 07:00:00 PM,11.4,OhioStreetBeach201705251900,05/25/2017 7:00 PM
Ohio Street Beach,13.8,8.39,,0.187,3,05/25/2017 08:00:00 PM,11.4,OhioStreetBeach201705252000,05/25/2017 8:00 PM
Ohio Street Beach,13.8,6.99,,0.187,3,05/25/2017 09:00:00 PM,11.4,OhioStreetBeach201705252100,05/25/2017 9:00 PM
Ohio Street Beach,13.9,6.92,,0.187,3,05/25/2017 10:00:00 PM,11.4,OhioStreetBeach201705252200,05/25/2017 10:00 PM
Ohio Street Beach,13.9,6.32,,0.187,3,05/25/2017 11:00:00 PM,11.4,OhioStreetBeach201705252300,05/25/2017 11:00 PM
Ohio Street Beach,13.7,7.5,,0.187,3,05/26/2017 12:00:00 AM,11.4,OhioStreetBeach201705262400,05/26/2017 12:00 AM
Ohio Street Beach,13.7,7.74,,0.187,3,05/26/2017 01:00:00 AM,11.4,OhioStreetBeach201705260100,05/26/2017 1:00 AM
Ohio Street Beach,13.6,6.52,,0.187,3,05/26/2017 02:00:00 AM,11.4,OhioStreetBeach201705260200,05/26/2017 2:00 AM
Ohio Street Beach,13.4,6.44,,0.187,3,05/26/2017 03:00:00 AM,11.4,OhioStreetBeach201705260300,05/26/2017 3:00 AM
Ohio Street Beach,13.4,6.27,,0.187,3,05/26/2017 04:00:00 AM,11.4,OhioStreetBeach201705260400,05/26/2017 4:00 AM
Ohio Street Beach,13.3,6.31,,0.187,3,05/26/2017 05:00:00 AM,11.4,OhioStreetBeach201705260500,05/26/2017 5:00 AM
Ohio Street Beach,13.3,6.89,,0.187,3,05/26/2017 06:00:00 AM,11.4,OhioStreetBeach201705260600,05/26/2017 6:00 AM
Ohio Street Beach,13.2,5.89,,0.187,3,05/26/2017 07:00:00 AM,11.4,OhioStreetBeach201705260700,05/26/2017 7:00 AM
Ohio Street Beach,13.5,6.41,,0.187,3,05/26/2017 08:00:00 AM,11.4,OhioStreetBeach201705260800,05/26/2017 8:00 AM
Ohio Street Beach,13.8,6.86,,0.187,3,05/26/2017 09:00:00 AM,11.4,OhioStreetBeach201705260900,05/26/2017 9:00 AM
Ohio Street Beach,14.2,7.26,,0.187,3,05/26/2017 10:00:00 AM,11.4,OhioStreetBeach201705261000,05/26/2017 10:00 AM
Ohio Street Beach,14.1,6.04,,0.187,3,05/26/2017 11:00:00 AM,11.4,OhioStreetBeach201705261100,05/26/2017 11:00 AM
Ohio Street Beach,14,6.6,,0.187,3,05/26/2017 12:00:00 PM,11.4,OhioStreetBeach201705261200,05/26/2017 12:00 PM
Ohio Street Beach,13.6,6.09,,0.187,3,05/26/2017 02:00:00 PM,11.4,OhioStreetBeach201705261400,05/26/2017 2:00 PM
Ohio Street Beach,14.7,5.35,,0.187,3,05/26/2017 03:00:00 PM,11.4,OhioStreetBeach201705261500,05/26/2017 3:00 PM
